country,carrier_name,CC,NDC,prefix
Italy,TIM,39,370,39370
Italy,Iliad,39,3214,393214
Italy,Iliad,39,327,39327
Italy,Iliad,39,333,39333
Italy,Iliad,39,3510,393510
Italy,Iliad,39,3516,393516
Italy,Iliad,39,3519,393519
Italy,Iliad,39,3756,393756
Italy,Iliad,39,385,39385
Italy,Iliad,39,392,39392
Italy,Iliad,39,393,39393
Italy,Tel. Italia,39,01,3901
Italy,TIM,39,368,39368
Italy,Iliad,39,338,39338
Italy,Iliad,39,366,39366
Italy,Iliad,39,3783,393783
Italy,Iliad,39,391,39391
Italy,Vodafone,39,10,3910
Italy,Tel. Italia,39,330,39330
Italy,WIND,39,324,39324
Italy,WIND,39,327,39327
Italy,WIND,39,388,39388
Italy,TIM,39,333,39333
Italy,TIM,39,336,39336
Italy,TIM,39,,39
Italy,Iliad,39,328,39328
Italy,Iliad,39,335,39335
Italy,Iliad,39,344,39344
Italy,Iliad,39,3511,393511
Italy,Iliad,39,368,39368
Italy,Iliad,39,3791,393791
Italy,DigiItlySRL,39,36,3936
Italy,WIND,39,328,39328
Italy,TIM,39,330,39330
Italy,TIM,39,331,39331
Italy,TIM,39,01,3901
Italy,Iliad,39,320,39320
Italy,Iliad,39,330,39330
Italy,Iliad,39,339,39339
Italy,Iliad,39,345,39345
Italy,Iliad,39,347,39347
Italy,Iliad,39,348,39348
Italy,Iliad,39,3513,393513
Italy,Iliad,39,360,39360
Italy,Iliad,39,370,39370
Italy,Iliad,39,3755,393755
Italy,Iliad,39,380,39380
Italy,WIND,39,389,39389
Italy,Iliad,39,3212,393212
Italy,Iliad,39,329,39329
Italy,Iliad,39,331,39331
Italy,Iliad,39,336,39336
Italy,Iliad,39,350,39350
Italy,Iliad,39,377,39377
Italy,Iliad,39,388,39388
Canada,Fido,1,204,1204
Canada,Rogers,1,514,1514
Canada,Rogers,1,604,1604
Canada,Rogers,1,778,1778
Canada,Telus,1,438580,1438580
Canada,Telus,1,506,1506
Canada,Telus,1,587580,1587580
Canada,Telus,1,604,1604
Canada,Telus,1,867,1867
Canada,Telus,1,,1
Canada,Rogers,1,204,1204
Canada,Rogers,1,250,1250
Canada,Rogers,1,306,1306
Canada,Rogers,1,519,1519
Canada,Rogers,1,905,1905
Canada,Telus,1,226,1226
Canada,Telus,1,613,1613
Canada,Telus,1,807,1807
Canada,Telus,1,902,1902
Canada,Rogers,1,438,1438
Canada,Rogers,1,587,1587
Canada,Rogers,1,705,1705
Canada,Rogers,1,902,1902
Canada,Telus,1,204,1204
Canada,Telus,1,514,1514
Canada,Telus,1,581,1581
Canada,Telus,1,705,1705
Canada,Telus,1,778580,1778580
Canada,Telus,1,220,1220
Canada,Eastlink,1,782,1782
Canada,Rogers,1,226,1226
Canada,Rogers,1,289,1289
Canada,Rogers,1,506,1506
Canada,Rogers,1,780,1780
Canada,Rogers,1,807,1807
Canada,Telus,1,416,1416
Canada,Telus,1,418,1418
Canada,Telus,1,438,1438
Canada,Telus,1,6472137,16472137
Canada,Telus,1,647580,1647580
Canada,Sasktel,1,780,1780
Canada,Rogers,1,418,1418
Canada,Rogers,1,709,1709
Canada,Telus,1,250,1250
Canada,Telus,1,403,1403
Canada,Telus,1,450,1450
Canada,Telus,1,587,1587
Canada,Telus,1,587588,1587588
Canada,Telus,1,647,1647
Canada,Telus,1,778,1778
Canada,Telus,1,780,1780
Canada,Fido,1,,1
Canada,Fido,1,370,1370
Canada,Rogers,1,403,1403
Canada,Rogers,1,867,1867
Canada,Rogers,1,720,1720
Canada,Telus,1,519,1519
Canada,Telus,1,709,1709
Canada,Telus,1,905,1905
Canada,Sasktel,1,639,1639
Canada,Rogers,1,581,1581
Canada,Telus,1,289,1289
Canada,Sasktel,1,306,1306
Canada,Eastlink,1,709,1709
Canada,Rogers,1,416,1416
Canada,Rogers,1,450,1450
Canada,Rogers,1,613,1613
Canada,Rogers,1,647,1647
Canada,Rogers,1,819,1819
Canada,Rogers,1,,1
Canada,Telus,1,306,1306
Canada,Telus,1,6472138,16472138
Canada,Telus,1,6472139,16472139
Canada,Telus,1,819,1819
Canada,Eastlink,1,249,1249
Canada,Eastlink,1,506,1506
Canada,Eastlink,1,902,1902
Canada,Eastlink,1,270,1270
Qatar,Ooredoo,974,55,97455
Qatar,Vodafone,974,30,97430
Qatar,Ooredoo,974,33,97433
Qatar,Ooredoo,974,66,97466
Qatar,Vodafone,974,74,97474
Qatar,Ooredoo,974,,974
Qatar,Vodafone,974,02,97402
Qatar,Vodafone,974,70,97470
Qatar,Vodafone,974,77,97477
Qatar,Ooredoo,974,31,97431
Qatar,Ooredoo,974,01,97401
United Arab Emirates,du,971,03,97103
United Arab Emirates,Etisalet,971,50604,97150604
United Arab Emirates,Etisalet,971,50608,97150608
United Arab Emirates,Etisalet,971,50609,97150609
United Arab Emirates,du,971,55,97155
United Arab Emirates,Etisalet,971,50,97150
United Arab Emirates,Etisalet,971,50605,97150605
United Arab Emirates,du,971,,971
United Arab Emirates,Etisalet,971,50607,97150607
United Arab Emirates,Etisalet,971,50648,97150648
United Arab Emirates,Etisalet,971,56,97156
United Arab Emirates,Etisalet,971,50606,97150606
United Arab Emirates,Etisalet,971,,971
United Arab Emirates,Etisalet,971,50602,97150602
United Arab Emirates,Etisalet,971,50601,97150601
United Arab Emirates,Etisalet,971,50603,97150603
United Arab Emirates,Etisalet,971,02,97102
Tunisia,Tunisie Telecom,216,4,2164 
Tunisia,Tunisie Telecom,216,9,2169
Tunisia,Orange,216,3,2163
Tunisia,Orange,216,5,2165
Tunisia,Ooredoo,216,2,2162
Kazakhstan,Beeline,7,705,7705 	
Kazakhstan,Beeline,7,771,7771 
Kazakhstan,Beeline,7,776,7776 
Kazakhstan,Beeline,7,777,7777 
Kazakhstan,MTS,7,707,7707 
Kazakhstan,MTS,7,747,7747
Belgium,Proximus,32,47,3247
Belgium,Orange,32,49,3249
Belgium,Base,32,48,3248
Germany,Vodafone,49,152,49152
Germany,Vodafone,49,162,49162
Germany,Vodafone,49,172,49172
Germany,Vodafone,49,173,49173
Germany,Vodafone,49,174,49174
Germany,O2,49,159,49159
Germany,O2,49,176,49176
Germany,O2,49,179,49179
Germany,Telekom,49,151,49151
Germany,Telekom,49,160,49160
Germany,Telekom,49,170,49170
Germany,Telekom,49,171,4917
Germany,Telekom,49,175,49175
Mauritania,Chinguitel,222,2,2222
Mauritania,Mattel,222,3,2223
Mauritania,Mauritel,222,4,2224
Morocco,Orange,212,612,212612
Morocco,Orange,212,614,212614
Morocco,Orange,212,617,212617
Morocco,Orange,212,619,212619
Morocco,Orange,212,620,212620
Morocco,Orange,212,621,212621
Morocco,Orange,212,625,212625
Morocco,Orange,212,631,212631
Morocco,Orange,212,632,212632
Morocco,Orange,212,644,212644
Morocco,Orange,212,645,212645
Morocco,Orange,212,649,212649
Morocco,Orange,212,656,212656
Morocco,Orange,212,657,212657
Morocco,Orange,212,660,212660
Morocco,Orange,212,663,212663
Morocco,Orange,212,664,212664
Morocco,Orange,212,665,212665
Morocco,Orange,212,669,212669
Morocco,Orange,212,674,212674
Morocco,Orange,212,675,212675
Morocco,Orange,212,679,212679
Morocco,Orange,212,688,212688
Morocco,Orange,212,684,212684
Morocco,Orange,212,691,212691
Morocco,Orange,212,693,212693
Morocco,Orange,212,77,21277
Morocco,Orange,212,78,21278
Morocco,INWI,212,60,21260
Morocco,INWI,212,626,212626
Morocco,INWI,212,627,212627
Morocco,INWI,212,629,212629
Morocco,INWI,212,630,212630
Morocco,INWI,212,633,212633
Morocco,INWI,212,634,212634
Morocco,INWI,212,635,212635
Morocco,INWI,212,638,212638
Morocco,INWI,212,640,212640
Morocco,INWI,212,646,212646
Morocco,INWI,212,647,212647
Morocco,INWI,212,680,212680
Morocco,INWI,212,681,212681
Morocco,INWI,212,687,212687
Morocco,INWI,212,690,212690
Morocco,INWI,212,695,212695
Morocco,INWI,212,698,212698
Morocco,INWI,212,699,212699
Morocco,INWI,212,70,21270
Morocco,INWI,212,71,21271
Morocco,INWI,212,72,21272
Morocco,IAM,212,61,21261
Morocco,IAM,212,622,212622
Morocco,IAM,212,623,212623
Morocco,IAM,212,624,212624
Morocco,IAM,212,628,212628
Morocco,IAM,212,636,212636
Morocco,IAM,212,637,212637
Morocco,IAM,212,639,212639
Morocco,IAM,212,641,212641
Morocco,IAM,212,642,212642
Morocco,IAM,212,643,212643
Morocco,IAM,212,648,212648
Morocco,IAM,212,65,21265
Morocco,IAM,212,661,212661
Morocco,IAM,212,662,212662
Morocco,IAM,212,666,212666
Morocco,IAM,212,667,212667
Morocco,IAM,212,668,212668
Morocco,IAM,212,67,21267
Morocco,IAM,212,682,212682
Morocco,IAM,212,689,212689
Morocco,IAM,212,696,212696
Morocco,IAM,212,697,212697
Morocco,IAM,212,75,21275
Morocco,IAM,212,76,21276
Oman,Ooredoo,968,1,9681
Oman,Omantel,968,71,96871
Oman,Omantel,968,72,96872
Oman,Ooredoo,968,78,96878
Oman,Ooredoo,968,79,96879
Oman,Omantel,968,90,96890
Oman,Omantel,968,91,96891
Oman,Omantel,968,92,96892
Oman,Omantel,968,93,96893
Oman,Omantel,968,94,96894
Oman,Ooredoo,968,95,96895
Oman,Ooredoo,968,96,96896
Oman,Ooredoo,968,97,96897
Oman,Omantel,968,98,96898
Oman,Omantel,968,99,96899
country,operator,cc,ndc,prefix
Poland,Plus,48,21130,4821130
Poland,Plus,48,21136,4821136
Poland,Plus,48,21137,4821137
Poland,Plus,48,21138,4821138
Poland,Plus,48,21139,4821139
Poland,Plus,48,2114,482114
Poland,Plus,48,2115,482115
Poland,Orange,48,212,48212
Poland,Plus,48,213,48213
Poland,Play,48,450,48450
Poland,Orange,48,454,48454
Poland,Play,48,4590,484590
Poland,Play,48,45910,4845910
Poland,Play,48,45911,4845911
Poland,Play,48,45912,4845912
Poland,Play,48,45913,4845913
Poland,Play,48,45914,4845914
Poland,Plus,48,45915,4845915
Poland,Play,48,4593,484593
Poland,Plus,48,45941,4845941
Poland,Plus,48,45945,4845945
Poland,Plus,48,45946,4845946
Poland,Plus,48,45947,4845947
Poland,Plus,48,45948,4845948
Poland,Plus,48,4595,484595
Poland,Plus,48,4596,484596
Poland,Plus,48,4598,484598
Poland,Plus,48,4599,484599
Poland,Orange,48,50,4850
Poland,Orange,48,51,4851
Poland,Play,48,53,4853
Poland,T-Mobile,48,532,48532
Poland,Plus,48,5366,485366
Poland,T-Mobile,48,538,48538
Poland,T-Mobile,48,539,48539
Poland,Play,48,570,48570
Poland,Orange,48,571,48571
Poland,Orange,48,572,48572
Poland,Orange,48,5730,485730
Poland,Orange,48,5731,485731
Poland,Orange,48,5732,485732
Poland,Orange,48,5733,485733
Poland,Orange,48,5734,485734
Poland,Plus,48,57350,4857350
Poland,Plus,48,57356,4857356
Poland,Orange,48,57357,4857357
Poland,Plus,48,57358,4857358
Poland,Plus,48,57359,4857359
Poland,Orange,48,5739,485739
Poland,Play,48,574,48574
Poland,Play,48,575,48575
Poland,Play,48,576,48576
Poland,Play,48,577,48577
Poland,Play,48,578,48578
Poland,Play,48,5790,485790
Poland,Plus,48,5791,485791
Poland,Plus,48,5792,485792
Poland,Plus,48,5793,485793
Poland,Play,48,57940,4857940
Poland,Play,48,57943,4857943
Poland,Play,48,57944,4857944
Poland,Play,48,57945,4857945
Poland,Plus,48,57946,4857946
Poland,Plus,48,57947,4857947
Poland,Plus,48,57949,4857949
Poland,Play,48,5795,485795
Poland,Plus,48,57950,4857950
Poland,Play,48,5796,485796
Poland,Play,48,57970,4857970
Poland,Plus,48,57978,4857978
Poland,Plus,48,57979,4857979
Poland,Play,48,5798,485798
Poland,Play,48,5799,485799
Poland,T-Mobile,48,600,48600
Poland,Plus,48,601,48601
Poland,T-Mobile,48,602,48602
Poland,Plus,48,603,48603
Poland,T-Mobile,48,604,48604
Poland,Plus,48,605,48605
Poland,T-Mobile,48,606,48606
Poland,Plus,48,607,48607
Poland,T-Mobile,48,608,48608
Poland,Plus,48,609,48609
Poland,T-Mobile,48,660,48660
Poland,Plus,48,661,48661
Poland,T-Mobile,48,662,48662
Poland,Plus,48,663,48663
Poland,T-Mobile,48,664,48664
Poland,Plus,48,665,48665
Poland,T-Mobile,48,666,48666
Poland,Play,48,6666,486666
Poland,Plus,48,667,48667
Poland,T-Mobile,48,668,48668
Poland,Plus,48,669,48669
Poland,Orange,48,690,48690
Poland,Play,48,6900,486900
Poland,Play,48,6907,486907
Poland,Play,48,6908,486908
Poland,Play,48,6909,486909
Poland,Plus,48,691,48691
Poland,T-Mobile,48,692,48692
Poland,Plus,48,693,48693
Poland,T-Mobile,48,694,48694
Poland,Plus,48,695,48695
Poland,T-Mobile,48,696,48696
Poland,Plus,48,697,48697
Poland,T-Mobile,48,698,48698
Poland,Plus,48,699,48699
Poland,Play,48,69922,4869922
Poland,AMD Telecom S.A.,48,69950,4869950
Poland,Move Telecom S.A.,48,69959,4869959
Poland,Play,48,69960,4869960
Poland,Play,48,69970,4869970
Poland,Play,48,69979,4869979
Poland,Plus,48,720,48720
Poland,Play,48,7208,487208
Poland,Plus,48,721,48721
Poland,Plus,48,722,48722
Poland,Plus,48,723,48723
Poland,Plus,48,724,48724
Poland,Plus,48,725,48725
Poland,Plus,48,726,48726
Poland,Plus,48,727,48727
Poland,T-Mobile,48,7272,487272
Poland,T-Mobile,48,7273,487273
Poland,T-Mobile,48,728,48728
Poland,Plus,48,7280,487280
Poland,Play,48,7290,487290
Poland,Play,48,7291,487291
Poland,Plus,48,7292,487292
Poland,Plus,48,7293,487293
Poland,Plus,48,7294,487294
Poland,Plus,48,7295,487295
Poland,Plus,48,7296,487296
Poland,Plus,48,72971,4872971
Poland,Play,48,72973,4872973
Poland,Play,48,72974,4872974
Poland,Plus,48,72976,4872976
Poland,Plus,48,72977,4872977
Poland,Play,48,72978,4872978
Poland,Play,48,72979,4872979
Poland,Plus,48,7298,487298
Poland,Play,48,72981,4872981
Poland,Play,48,72982,4872982
Poland,Plus,48,7299,487299
Poland,Play,48,730,48730
Poland,Play,48,731,48731
Poland,Play,48,732,48732
Poland,Play,48,733,48733
Poland,T-Mobile,48,734,48734
Poland,T-Mobile,48,735,48735
Poland,T-Mobile,48,736,48736
Poland,Play,48,7360,487360
Poland,Play,48,7367,487367
Poland,Play,48,7368,487368
Poland,Play,48,7369,487369
Poland,Play,48,737,48737
Poland,Plus,48,7370,487370
Poland,Plus,48,7371,487371
Poland,Plus,48,7372,487372
Poland,Plus,48,739,48739
Poland,Play,48,7390,487390
Poland,Play,48,7391,487391
Poland,Play,48,7392,487392
Poland,Play,48,73930,4873930
Poland,Play,48,73990,4873990
Poland,Play,48,73997,4873997
Poland,Play,48,73998,4873998
Poland,Play,48,73999,4873999
Poland,Orange,48,7800,487800
Poland,Orange,48,7801,487801
Poland,Play,48,7802,487802
Poland,Plus,48,78020,4878020
Poland,T-Mobile,48,7803,487803
Poland,Plus,48,78040,4878040
Poland,Orange,48,7805,487805
Poland,Orange,48,7806,487806
Poland,Play,48,7807,487807
Poland,Play,48,7808,487808
Poland,Plus,48,781,48781
Poland,Plus,48,782,48782
Poland,Plus,48,783,48783
Poland,T-Mobile,48,784,48784
Poland,Plus,48,785,48785
Poland,Plus,48,7860,487860
Poland,Play,48,78607,4878607
Poland,Play,48,78608,4878608
Poland,Play,48,7861,487861
Poland,Play,48,7862,487862
Poland,Orange,48,7863,487863
Poland,Orange,48,7864,487864
Poland,Orange,48,7865,487865
Poland,Orange,48,7866,487866
Poland,Plus,48,78671,4878671
Poland,Plus,48,78672,4878672
Poland,Plus,48,78673,4878673
Poland,Plus,48,78674,4878674
Poland,Plus,48,78675,4878675
Poland,Plus,48,78676,4878676
Poland,Play,48,78678,4878678
Poland,Plus,48,78679,4878679
Poland,Orange,48,7868,487868
Poland,Orange,48,7869,487869
Poland,T-Mobile,48,787,48787
Poland,T-Mobile,48,788,48788
Poland,Orange,48,7890,487890
Poland,Orange,48,7891,487891
Poland,Orange,48,7892,487892
Poland,Orange,48,7893,487893
Poland,Orange,48,7894,487894
Poland,Plus,48,7895,487895
Poland,Plus,48,7896,487896
Poland,Plus,48,7897,487897
Poland,Plus,48,7898,487898
Poland,Plus,48,7899,487899
